subject,trial_name,trial_num,step_count_raw,duration_raw_sec,distance_2d_raw_m,speed_raw_ms,step_count_valid,mean_step_time,step_time_std,cadence_spm,duration_valid_sec,distance_2d_valid_m,walking_speed_ms,step_length_m,ratio_valid_steps,is_valid_trial,duration_walk_sec,distance_2d_m
Afi,Jalan72,72,26,15.894302000000607,2.5996615005204475,0.16355933720904184,26,0.29396747368369497,0.03921607403630558,204.10421346328673,15.894302000000607,2.5996615005204475,0.16355933720904184,0.09998698078924798,1.0,1,15.894302000000607,2.5996615005204475
Kinan,Jalan1,1,4,1.0482179999962682,0.882740035039325,0.8421340170102666,4,0.34940599999875604,0.0870666182247803,171.7200048087715,1.0482179999962682,0.882740035039325,0.8421340170102666,0.22068500875983124,1.0,0,1.0482179999962682,0.882740035039325
Kinan,Jalan2,2,6,3.566017000004649,1.1160989898968743,0.3129819599557207,4,0.2740646666667696,0.0007425828806711493,218.9264334207406,0.8221940000003087,0.7548587946966778,0.9181030203290153,0.18871469867416946,0.6666666666666666,0,0.8221940000003087,0.7548587946966778
Kinan,Jalan3,3,9,4.413943999999901,2.372239667423005,0.5374421758461498,7,0.2770371999999043,0.008160568957182509,216.57741270854865,1.7672069999971427,1.286816208077241,0.7281638246562635,0.18383088686817728,0.7777777777777778,1,1.7672069999971427,1.286816208077241
Kinan,Jalan4,4,9,3.6465210000023944,2.068646235726156,0.567293109164817,9,0.2841966666674125,0.02394040583306171,211.12140653717216,3.6465210000023944,2.068646235726156,0.567293109164817,0.22984958174735068,1.0,1,3.6465210000023944,2.068646235726156
Kinan,Jalan5,5,6,3.5637469999928726,0.6360432850188139,0.17847599311064619,5,0.30416074999993725,0.0312874404847214,197.26411116494282,1.216642999999749,1.2817576866079614,1.0535199615731368,0.25635153732159227,0.8333333333333334,1,1.216642999999749,1.2817576866079614
Kinan,Jalan6,6,10,4.136378000002878,2.012760956259726,0.4865998601332677,7,0.27438560000009604,0.0017243596760276663,218.6703675410772,1.697760000002745,1.3384479952421102,0.7883611318678412,0.1912068564631586,0.7,1,1.697760000002745,1.3384479952421102
Kinan,Jalan7,7,7,3.485704999999143,1.5109408875697574,0.4334678028032002,7,0.34228080000029876,0.09193741888191635,175.29467034068995,3.485704999999143,1.5109408875697574,0.4334678028032002,0.21584869822425107,1.0,1,3.485704999999143,1.5109408875697574
Kinan,Jalan8,8,6,4.0620879999987665,2.3405964539733786,0.5762052555173816,6,0.4155429999991611,0.20791943131675827,144.38938930536943,4.0620879999987665,2.3405964539733786,0.5762052555173816,0.3900994089955631,1.0,1,4.0620879999987665,2.3405964539733786
Kinan,Jalan9,9,6,1.5362590000004275,1.2963667091564772,0.8438464537269539,6,0.2874420000007376,0.025956992222875886,208.7377627481232,1.5362590000004275,1.2963667091564772,0.8438464537269539,0.2160611181927462,1.0,1,1.5362590000004275,1.2963667091564772
Kinan,Jalan10,10,5,2.8141040000045905,2.153834377098269,0.7653712787781672,4,0.3124890000011267,0.061948888632411166,192.00675863721173,0.9374670000033802,0.8298851730789671,0.8852420117998552,0.20747129326974179,0.8,0,0.9374670000033802,0.8298851730789671
Kinan,Jalan11,11,3,2.5709590000042226,2.6517428984892706,1.0314216984731828,3,1.2854795000021113,1.35246122006356,46.67519007491092,2.5709590000042226,2.6517428984892706,1.0314216984731828,0.8839142994964235,1.0,0,2.5709590000042226,2.6517428984892706
Kinan,Jalan12,12,7,4.46243400000094,1.6192480046022557,0.362862062408523,7,0.40754939999897033,0.09170398796886584,147.2214165942867,4.46243400000094,1.6192480046022557,0.362862062408523,0.23132114351460795,1.0,1,4.46243400000094,1.6192480046022557
Kinan,Jalan13,13,6,4.513180999994802,3.6398512553367697,0.8064935253740017,5,0.6323127499999828,0.4401988110844652,94.88975194632978,2.529250999999931,2.7155605802355463,1.0736619577240931,0.5431121160471093,0.8333333333333334,1,2.529250999999931,2.7155605802355463
Kinan,Jalan14,14,8,4.400330000004033,3.692542265560972,0.839151214921969,7,0.3966159999996307,0.12799622503023275,151.27982733943125,3.078707000000577,3.484872274828987,1.1319272262116316,0.497838896404141,0.875,1,3.078707000000577,3.484872274828987
Kinan,Jalan15,15,6,3.850691999999981,3.249873543324742,0.8439713026450202,5,0.2977486666641198,0.036353828635311725,201.51223739209541,2.042111999995541,1.8187359085393993,0.8906151614325614,0.36374718170787984,0.8333333333333334,1,2.042111999995541,1.8187359085393993
Kinan,Jalan16,16,5,1.2012389999945299,0.6378154678284027,0.5309646688388465,5,0.30030974999863247,0.028632745153415313,199.79371299224624,1.2012389999945299,0.6378154678284027,0.5309646688388465,0.12756309356568055,1.0,1,1.2012389999945299,0.6378154678284027
Kinan,Jalan17,17,7,2.374266999999236,3.1001258783712613,1.3057191454761654,7,0.29837980000011155,0.031745714539915475,201.0859984488815,2.374266999999236,3.1001258783712613,1.3057191454761654,0.44287512548160873,1.0,1,2.374266999999236,3.1001258783712613
Kinan,Jalan18,18,7,5.606188999998267,3.4634479430218392,0.6177900786118538,7,0.9343648333330444,0.527252979488466,64.21474552501019,5.606188999998267,3.4634479430218392,0.6177900786118538,0.49477827757454845,1.0,1,5.606188999998267,3.4634479430218392
Kinan,Jalan19,19,7,3.028308000000834,2.608614923885042,0.861410042797603,7,0.29835840000014285,0.029551226180112803,201.1004215063872,3.028308000000834,2.608614923885042,0.861410042797603,0.3726592748407203,1.0,1,3.028308000000834,2.608614923885042
Kinan,Jalan20,20,9,4.891069000004791,3.2327327236151313,0.6609460475024918,7,0.3187246666675492,0.06468353128446865,188.2502557060761,1.912348000005295,1.4402911214982994,0.7531532553145721,0.20575587449975705,0.7777777777777778,1,1.912348000005295,1.4402911214982994
Kinan,Jalan21,21,6,2.586310999999114,2.318650923032515,0.8965089360998386,6,0.27552449999893724,0.007623662700689841,217.766478118031,2.586310999999114,2.318650923032515,0.8965089360998386,0.3864418205054192,1.0,1,2.586310999999114,2.318650923032515
Kinan,Jalan22,22,4,4.797475999999733,3.5407468087188514,0.7380436731145812,3,0.47464599999875645,0.030493272829179754,126.40999818845455,0.9492919999975129,4.166740510304083,4.389313836327495,1.3889135034346944,0.75,0,0.9492919999975129,4.166740510304083
Kinan,Jalan23,23,5,2.367206000002625,2.3235133140035886,0.9815425079190455,4,0.27793799999926705,0.001919723681595379,215.87548302196254,0.8338139999978011,0.6683276675845395,0.8015308780930783,0.16708191689613489,0.8,0,0.8338139999978011,0.6683276675845395
Kinan,Jalan24,24,7,4.300892999999633,2.81089014660546,0.6535596553101182,7,0.7168154999999388,0.4926909125970816,83.70354714707638,4.300892999999633,2.81089014660546,0.6535596553101182,0.4015557352293514,1.0,1,4.300892999999633,2.81089014660546
Kinan,Jalan25,25,7,3.4531840000126977,1.5904308254611539,0.4605693833445613,5,0.2765522500012594,0.005336485012180101,216.95719344075764,1.1062090000050375,0.9973728874435877,0.901613426973606,0.19947457748871752,0.7142857142857143,0,1.1062090000050375,0.9973728874435877
Kinan,Jalan26,26,5,1.1499369999946794,1.3292237220848429,1.1559100386290666,4,0.2730299999966519,0.004256470481869083,219.7560707641496,0.8190899999899557,0.8990326888440366,1.0975993954938545,0.22475817221100916,0.8,0,0.8190899999899557,0.8990326888440366
Kinan,Jalan27,27,6,3.401120999988052,3.2711628761165263,0.961789620577456,6,0.3441899999961606,0.050966247503961074,174.3223219752732,3.401120999988052,3.2711628761165263,0.961789620577456,0.5451938126860877,1.0,1,3.401120999988052,3.2711628761165263
Kinan,Jalan28,28,7,3.624828999993042,3.228353019569784,0.8906221561281872,6,0.3308640000002924,0.06895067467223995,181.34339184664083,1.6543200000014622,1.472599606514538,0.8901540249245832,0.245433267752423,0.8571428571428571,1,1.6543200000014622,1.472599606514538
Kinan,Jalan29,29,7,3.256789999999455,1.0645067589926172,0.3268576601478128,5,0.2741604999973788,0.005820573198229214,218.8499072644442,1.0966419999895152,1.1820235780093253,1.0778572934655306,0.23640471560186507,0.7142857142857143,0,1.0966419999895152,1.1820235780093253
Kinan,Jalan30,30,7,4.999991000004229,2.9847038391515706,0.5969418423251254,4,0.3293190000016087,0.0008218327029327815,182.1941643200268,0.9879570000048261,1.3588639768680013,1.3754282593891873,0.3397159942170003,0.5714285714285714,0,0.9879570000048261,1.3588639768680013
Kinan,Jalan31,31,7,3.511060999997426,2.898886892337788,0.825644126473426,6,0.2736880000011297,0.003917814278434669,219.22773376893522,1.424979000003077,1.221948561082204,0.8575203993038251,0.20365809351370068,0.8571428571428571,1,1.424979000003077,1.221948561082204
Kinan,Jalan32,32,7,3.5249410000105854,3.1781364464798423,0.901614082752108,6,0.3409410000022035,0.07310357421039039,175.98352794064726,1.7047050000110175,1.6734402830396224,0.9816597493576935,0.2789067138399371,0.8571428571428571,1,1.7047050000110175,1.6734402830396224
Kinan,Jalan33,33,9,4.660401999994065,2.532553935010939,0.5434196309704966,9,0.3141768333346893,0.04747644572622864,190.97525225891695,4.660401999994065,2.532553935010939,0.5434196309704966,0.2813948816678821,1.0,1,4.660401999994065,2.532553935010939
Kinan,Jalan34,34,7,2.5896190000057686,2.091522611518147,0.8076564975440357,7,0.3412417999992613,0.04994250168399866,175.82840085865766,2.5896190000057686,2.091522611518147,0.8076564975440357,0.29878894450259247,1.0,1,2.5896190000057686,2.091522611518147
Kinan,Jalan35,35,6,1.7610419999982696,1.787098555799161,1.0147961012860096,5,0.27520000000004075,0.003929103630664459,218.0232558139212,1.100800000000163,1.1863784004030458,1.077742006179933,0.23727568008060915,0.8333333333333334,0,1.100800000000163,1.1863784004030458
Kinan,Jalan36,36,5,1.3182680000027176,1.0990480369373674,0.8337060726158123,5,0.3295670000006794,0.047899172693061084,182.05706275165994,1.3182680000027176,1.0990480369373674,0.8337060726158123,0.2198096073874735,1.0,1,1.3182680000027176,1.0990480369373674
Kinan,Jalan37,37,9,4.563305999996373,2.483483520506647,0.5442290130244652,9,0.3095465714286547,0.046917743432028036,193.83189974639726,4.563305999996373,2.483483520506647,0.5442290130244652,0.27594261338962744,1.0,1,4.563305999996373,2.483483520506647
Kinan,Jalan38,38,4,3.5803610000002664,2.1087424772289243,0.5889748204800487,3,0.27188249999744585,0.0013003693632191184,220.6835673519394,0.5437649999948917,0.7807096522259867,1.4357482593276891,0.26023655074199553,0.75,0,0.5437649999948917,0.7807096522259867
Kinan,Jalan39,39,10,6.007228999995277,4.1358557582879865,0.6884797896486446,6,0.2764675999991596,0.002858754326811744,217.02362229853475,1.3823379999957979,1.403282041292204,1.0151511723590538,0.23388034021536733,0.6,1,1.3823379999957979,1.403282041292204
Kinan,Jalan40,40,7,3.7927610000042478,3.395014357591836,0.8951300536965112,5,0.31904600000052596,0.032183711490061065,188.06065582988373,1.2761840000021039,1.3431320265442483,1.0524595407418007,0.2686264053088497,0.7142857142857143,1,1.2761840000021039,1.3431320265442483
Kinan,Jalan41,41,7,1.6448250000103144,2.0010261934069042,1.2165587180364819,7,0.27413750000171905,0.006465379831879973,218.86826865942732,1.6448250000103144,2.0010261934069042,1.2165587180364819,0.2858608847724149,1.0,1,1.6448250000103144,2.0010261934069042
Kinan,Jalan42,42,3,3.562814000004437,4.091719733230478,1.1484516826377642,2,0.45578699999896344,0.0,131.64043730983212,0.45578699999896344,4.518180038248559,9.912919934659906,2.2590900191242795,0.6666666666666666,0,0.45578699999896344,4.518180038248559
Kinan,Jalan43,43,17,9.969121000001905,1.1891599112715803,0.11928432920729451,15,0.3067931666688916,0.04851533870899134,195.57150066759917,8.137975000005099,2.2612845318482027,0.2778682082270818,0.1507523021232135,0.8823529411764706,1,8.137975000005099,2.2612845318482027
Kinan,Jalan44,44,14,6.988787999987835,0.5133805967740789,0.07345774357084126,10,0.27489500000046974,0.00303045762792303,218.26515578638197,5.011528000002727,2.815729027367832,0.5618504031836797,0.2815729027367832,0.7142857142857143,1,5.011528000002727,2.815729027367832
Kinan,Jalan45,45,14,11.001336000001174,1.803987416722935,0.16397894007807257,11,0.3139326249984151,0.036606739126356896,191.1238119972491,7.428807999996934,2.6175380833214037,0.3523496748499199,0.23795800757467306,0.7857142857142857,1,7.428807999996934,2.6175380833214037
Kinan,Jalan46,46,14,6.705413999996381,2.664521409842127,0.39736866505834917,12,0.2755813749972731,0.004761241765896216,217.72153506598082,5.9443259999970905,2.4865207692054043,0.4183015482674775,0.20721006410045037,0.8571428571428571,1,5.9443259999970905,2.4865207692054043
Kinan,Jalan47,47,10,6.104208999997354,0.4346166599634219,0.07119950512238528,9,0.3221525714283676,0.06753430919631595,186.24715529654347,4.7257079999981215,1.8402090581749357,0.38940388576180907,0.20446767313054842,0.9,1,4.7257079999981215,1.8402090581749357
Kinan,Jalan48,48,13,8.142617999998038,0.294695775951706,0.036191772222616485,11,0.31140599999990726,0.055201112683544586,192.674514941966,5.893494000003557,2.540601455731449,0.4310857796291836,0.230963768702859,0.8461538461538461,1,5.893494000003557,2.540601455731449
Kinan,Jalan49,49,10,8.262593999999808,1.6441758761345378,0.19899027788786136,8,0.3276486666679072,0.04447993825072273,183.1229792880977,5.336892000006628,2.0368080016085957,0.3816468464428484,0.25460100020107446,0.8,1,5.336892000006628,2.0368080016085957
Kinan,Jalan50,50,5,3.6717740000021877,1.7383715839957912,0.47344187959137884,5,0.32568266666688334,0.05019387086462894,184.22841047715184,3.6717740000021877,1.7383715839957912,0.47344187959137884,0.3476743167991582,1.0,1,3.6717740000021877,1.7383715839957912
Kinan,Jalan51,51,9,4.787046999990707,1.4880380196007192,0.3108467536674714,9,0.2747356666635217,0.008355661617837556,218.39173897098723,4.787046999990707,1.4880380196007192,0.3108467536674714,0.16533755773341324,1.0,1,4.787046999990707,1.4880380196007192
Kinan,Jalan52,52,9,3.9127799999987474,1.1635158158720478,0.29736295316179806,9,0.275386399999843,0.0036892248956811673,217.87568304039056,3.9127799999987474,1.1635158158720478,0.29736295316179806,0.1292795350968942,1.0,1,3.9127799999987474,1.1635158158720478
Kinan,Jalan53,53,8,4.114064000008511,1.2180996053715836,0.296081831825918,8,0.28849320000153966,0.025320742803582444,207.9771724244446,4.114064000008511,1.2180996053715836,0.296081831825918,0.15226245067144795,1.0,1,4.114064000008511,1.2180996053715836
Kinan,Jalan54,54,13,7.751344000003883,0.46356276458551254,0.05980417906691799,11,0.27557237499968323,0.004742733656134429,217.72864569632196,5.500476000001072,1.1470399039464592,0.20853466208128818,0.10427635490422356,0.8461538461538461,1,5.500476000001072,1.1470399039464592
Kinan,Jalan55,55,15,5.499700000000303,1.552826949771107,0.2823475734623746,15,0.30920046153858916,0.03484442365679814,194.0488694662308,5.499700000000303,1.552826949771107,0.2823475734623746,0.10352179665140712,1.0,1,5.499700000000303,1.552826949771107
Kinan,Jalan56,56,8,3.576508999991347,2.3963202514380297,0.670016558449546,5,0.2761377499991795,0.0034193798045896178,217.28285973279017,1.104550999996718,1.0891320927514696,0.9860405655824908,0.21782641855029392,0.625,0,1.104550999996718,1.0891320927514696
Kinan,Jalan57,57,16,7.103232000008575,1.2608641743715157,0.1775057008373081,15,0.31181930000166175,0.03224893424425747,192.41913505572057,5.767528000011225,2.161771570719649,0.3748176984516489,0.14411810471464329,0.9375,1,5.767528000011225,2.161771570719649
Kinan,Jalan58,58,12,4.630038000002969,1.4930414417408102,0.3224685071137327,10,0.2846868571442818,0.019998954397311905,210.75788535468453,3.857331000006525,1.685405378481519,0.43693563722653517,0.1685405378481519,0.8333333333333334,1,3.857331000006525,1.685405378481519
Kinan,Jalan59,59,7,3.028453000006266,1.9664809988122778,0.6493351552123177,7,0.2893645000003744,0.031417020659294456,207.35093627560522,3.028453000006266,1.9664809988122778,0.6493351552123177,0.28092585697318256,1.0,1,3.028453000006266,1.9664809988122778
Kinan,Jalan60,60,12,4.562747000003583,1.802741062486243,0.39509993924379927,12,0.28998049999972864,0.02376891730462386,206.91046466936965,4.562747000003583,1.802741062486243,0.39509993924379927,0.15022842187385357,1.0,1,4.562747000003583,1.802741062486243
Kinan,Jalan61,61,5,3.901685999997426,1.4371164031608707,0.3683321526032128,5,0.9754214999993565,0.6071967480081489,61.51186948415591,3.901685999997426,1.4371164031608707,0.3683321526032128,0.28742328063217415,1.0,1,3.901685999997426,1.4371164031608707
Kinan,Jalan62,62,8,2.9165670000074897,1.388104961302176,0.475937964496825,7,0.2764871999999741,0.0035298758778867993,217.00823763272086,2.584532000008039,1.363602677351322,0.527601390637485,0.19480038247876028,0.875,1,2.584532000008039,1.363602677351322
Kinan,Jalan63,63,13,4.397400999994716,1.9679266566733644,0.44752040049923336,13,0.2853615999993053,0.03501541187217348,210.25954438209646,4.397400999994716,1.9679266566733644,0.44752040049923336,0.15137897359025881,1.0,1,4.397400999994716,1.9679266566733644
Kinan,Jalan64,64,9,3.5969869999971706,0.7111990047836177,0.1977207603986829,9,0.316055428571417,0.04511978052516604,189.84011846024086,3.5969869999971706,0.7111990047836177,0.1977207603986829,0.0790221116426242,1.0,1,3.5969869999971706,0.7111990047836177
Kinan,Jalan65,65,8,2.3210889999900246,0.6342615778273167,0.27326034367059715,7,0.27416399999856367,0.0043475547913436625,218.84711340772068,1.9832150000002002,0.6244318784642762,0.3148583882555412,0.08920455406632517,0.875,1,1.9832150000002002,0.6244318784642762
Kinan,Jalan66,66,7,3.4738369999977294,0.6985525737124869,0.20108962329347735,6,0.2757110000020475,0.0030697725253121073,217.61917369838136,2.862369000009494,0.7551956203601216,0.26383587174037193,0.12586593672668692,0.8571428571428571,1,2.862369000009494,0.7551956203601216
Kinan,Jalan67,67,21,16.616387999994913,2.9086073294043877,0.17504450000838198,19,0.31693653846181963,0.05452058651002398,189.3123471695518,12.645283000005293,1.7996648966809108,0.1423190684368359,0.09471920508846898,0.9047619047619048,1,12.645283000005293,1.7996648966809108
Kinan,Jalan68,68,17,10.774168000003556,0.8098799199740191,0.07516867381070648,17,0.3859109166660346,0.10240301842949878,155.47629623528817,10.774168000003556,0.8098799199740191,0.07516867381070648,0.04763999529258936,1.0,0,10.774168000003556,0.8098799199740191
Kinan,Jalan69,69,27,17.81545599999663,0.4733377163651036,0.026568936341859178,26,0.31531059999833816,0.05619947536409154,190.28855991621032,15.23079199998756,1.9473197735480077,0.1278541374309096,0.07489691436723106,0.9629629629629629,1,15.23079199998756,1.9473197735480077
Kinan,Jalan70,70,21,14.149332000000868,2.695924512008677,0.19053369530155287,19,0.29379138461529064,0.04755795708874405,204.2265469376097,11.833757000000332,1.8383795590775955,0.15535045709300468,0.09675681889882082,0.9047619047619048,1,11.833757000000332,1.8383795590775955
Kinan,Jalan71,71,17,11.042153999995207,0.497087877304918,0.0450172925776197,17,0.4516543846145326,0.21962267190549664,132.844940830603,11.042153999995207,0.497087877304918,0.0450172925776197,0.029240463370877528,1.0,0,11.042153999995207,0.497087877304918
